FName,LName,Gender,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
Benno,Linnell,M,516,1000262,NEW YORK,NY,10211,M,N,24500,4.095579,0,0,0
Bongki,Take,M,610,1001484,JOSEPHINE,PA,15750,M,N,49000,3.07,0,0,0
Benton,Ylonen,M,417,1000162,MINERAL POINT,MO,63660,S,N,89500,6.0,2100,0,0
Janalee,Cheriyan,F,816,1001175,ASHLAND,MO,65010,M,N,23500,6.0,0,4200,0
Devillers,Littlestone,F,716,1000526,LOCKWOOD,NY,14859,S,Y,49000,4.2375,0,0,1000
Marnix,Fayerman,M,802,1003401,HARDWICK,VT,5843,M,N,21000,3.6,0,6600,0
Donanld,Dandapani,F,207,1014331,FORT KENT MILLS,ME,4744,M,N,19000,8.5,0,5700,0
Orazio,Hashemian,M,302,1017222,WILMINGTON,DE,19897,M,N,12000,2.6772728,0,220,0
Viktoria,Cotronis,F,856,1000869,CLIFFSIDE PARK,NJ,7010,S,Y,64500,2.101802,1000,0,1500
Shigehiro,Stach,M,808,1005080,MAKAWAO,HI,96768,S,Y,11500,3.1125,1040,0,1040
Debendra,Karnin,F,985,1001636,HALL SUMMIT,LA,71034,M,N,14000,2.48,0,9000,0
Raimond,Gloess,F,302,1005399,NEWARK,DE,19717,S,Y,85500,5.95,110,0,110
Agma,Raoux,M,719,1000826,STEAMBOAT SPRINGS,CO,80487,M,N,33000,4.63,0,0,0
Yuzo,Kochetov,M,469,1000324,RHOME,TX,76078,S,Y,2000,0.0,0,0,0
Changfeng,Slimani,M,562,1004934,MISSION HILLS,CA,91345,M,N,33500,7.416813,0,174,0
Belen,Romboli,M,207,1001856,SOUTH GARDINER,ME,4359,M,N,66500,8.5,0,5700,0
Tmima,Babad,M,770,1000307,PRESTON,GA,31824,M,N,55000,6.0,0,5400,0
Dany,Pangratz,F,970,1001051,TOWAOC,CO,81334,S,Y,33500,4.63,0,0,0
Michiel,Dage,F,907,1004162,CLEAR,AK,99704,S,Y,2500,0.0,0,0,0
Joonwon,Gartshore,F,304,1007495,SWITCHBACK,WV,24887,M,N,78000,6.5,0,4000,0
Jianmin,Singleton,F,417,1001646,PUXICO,MO,63960,S,Y,83500,6.0,2100,0,1200
Oreste,Anselstetter,M,208,1000251,BOISE,ID,83701,M,N,33000,7.8,0,6600,0
Haifeng,Pascual,M,603,1010937,NOTTINGHAM,NH,3290,S,Y,64500,0.0,0,0,0
Thad,Mertz,M,704,1000794,CHARLOTTE,NC,28228,S,Y,45000,6.6765733,3300,0,3300
Shem,Goldsworthy,M,206,1002448,ODESSA,WA,99159,S,Y,79000,0.0,0,0,0
Baruch,Kavian,F,606,1001811,SOMERSET,KY,42501,S,Y,18500,2.8611112,20,0,20
Fillia,Spadoni,F,701,1000383,CLIFFORD,ND,58016,S,Y,65500,2.5150025,3300,0,3300
Estelle,Lobelle,F,401,1014656,OAKLAND,RI,2858,S,Y,80500,0.0,0,0,0
Heino,Litzler,M,206,1002499,FEDERAL WAY,WA,98063,M,N,6000,0.0,0,0,0
Annette,Virbel,M,202,1004746,WASHINGTON,DC,20394,S,Y,61000,9.0,1370,0,1370
Hirohiko,Kocur,F,423,1002140,JACKSON,TN,38301,M,N,38500,0.0,0,0,0
Rod,Mitchusson,M,773,1001796,CRESCENT CITY,IL,60928,S,Y,59500,3.0,2000,0,2000
Svetozar,Joslin,F,662,1003564,STONEWALL,MS,39363,S,Y,53500,5.0,6000,0,1500
Chendong,Kriegman,F,304,1002631,CHARLESTON,WV,25325,M,N,10000,3.0,0,4000,0
Roderick,Chenney,F,603,1014003,WOODSTOCK,NH,3293,S,Y,36500,0.0,0,0,0
Ladjel,Villoldo,M,508,1000219,WEST HATFIELD,MA,1088,M,N,22000,5.3,0,7150,0
Galina,Sione,F,219,1002501,WILLIAMS,IN,47470,S,Y,34000,3.4,1000,0,1000
Katsura,Piitulainen,F,559,1001427,ATWATER,CA,95301,S,Y,83500,9.3,87,0,272
Juyang,Rudisin,M,601,1002317,BUDE,MS,39630,M,Y,49500,5.0,0,12000,1500
Seongwoo,Claybrook,M,515,1003315,AKRON,IA,51001,S,Y,21500,3.4832196,40,0,40
Uchang,Bottou,M,302,1001395,WILMINGTON,DE,19886,S,Y,92500,5.95,110,0,110
Kyunghee,Baar,F,980,1000572,PANTEGO,NC,27860,M,N,35500,6.477273,0,6600,0
Yike,Aimeur,M,508,1000174,NORTHAMPTON,MA,1061,M,N,2000,5.3,0,7150,0
Hirozumi,Kadoda,M,405,1004018,TECUMSEH,OK,74873,S,Y,56500,6.25,1000,0,1000
Routo,Ohmoto,M,614,1002078,APPLE CREEK,OH,44606,M,N,5500,0.72859746,0,2600,0
Suman,Mauceri,M,985,1002351,HAUGHTON,LA,71037,S,Y,52000,6.0,4500,0,1000
Gregoria,Grabner,M,443,1001740,HYATTSVILLE,MD,20783,S,Y,43500,4.75,2400,0,2400
Fong,Haraldsson,M,860,1003781,STRATFORD,CT,6497,S,Y,43000,5.0,12750,0,0
Amit,Exon,F,401,1012968,NORTH SMITHFIELD,RI,2896,M,N,66500,0.0,0,0,0
Loren,Radecki,F,603,1007908,LEBANON,NH,3756,S,Y,66000,0.0,0,0,0
Laurence,Azevdeo,M,262,1000974,STANLEY,WI,54768,M,N,68500,5.636601,0,1400,0
Aikira,Luzi,F,208,1006210,DINGLE,ID,83233,M,N,92000,7.8,0,6600,0
Hsi,Laudwein,F,307,1005655,FAIRVIEW,WY,83119,S,Y,68500,0.0,0,0,0
Rusti,Dighe,F,706,1000616,DEARING,GA,30808,S,Y,84500,6.0,2700,0,3000
Koral,Osgood,M,573,1001141,EMINENCE,MO,65466,M,N,95000,6.0,0,4200,0
Dick,D'Aloisi,M,720,1002564,DELTA,CO,81416,S,Y,35500,4.63,0,0,0
Djoerd,Royer,F,828,1002310,ELM CITY,NC,27822,S,Y,91000,7.641608,3300,0,3300
Shaul,Shyamasundar,M,405,1005898,OKLAHOMA CITY,OK,73160,M,N,6500,4.013889,0,2000,0
TRUE,Nagavamsi,F,202,1013903,WASHINGTON,DC,20033,M,N,86500,9.0,0,2740,0
Mervin,Haake,M,816,1000223,KANSAS CITY,MO,64141,S,Y,57000,6.0,2100,0,1200
Eugenio,Edmondson,F,971,1005084,ONTARIO,OR,97914,S,Y,32500,9.0,159,0,159
Hirokazu,Placide,F,302,1009482,SEAFORD,DE,19973,M,N,87500,5.95,0,220,0
Canming,Poigne,M,406,1002913,BILLINGS,MT,59112,S,Y,12500,6.187931,1900,0,1900
Jea,Pettey,M,405,1000599,EDMOND,OK,73083,S,Y,7000,4.3333335,1000,0,1000
Wladyslaw,Banach,F,269,1002048,NORWAY,MI,49870,S,Y,25500,3.9,3100,0,3100
Oldrich,Zhang,M,208,1017148,SALMON,ID,83467,S,Y,95500,7.8,3300,0,3300
Masayuki,Gilg,M,601,1004644,FLORA,MS,39071,M,N,59500,5.0,0,12000,0
Nilanjan,Eyres,F,305,1000459,FORT LAUDERDALE,FL,33302,S,Y,11000,0.0,0,0,0
Tomofumi,Ogata,F,228,1000181,GAUTIER,MS,39553,M,N,53000,5.0,0,12000,0
Toshiko,Moltedo,M,270,1001439,LEXINGTON,KY,40524,S,Y,56500,4.9722223,20,0,20
Tawfik,Broos,M,603,1002431,BARTLETT,NH,3812,S,Y,41500,0.0,0,0,0
Sheryl,Mackenzie,M,401,1011989,WAKEFIELD,RI,2879,M,N,19500,0.0,0,0,0
Abilio,Slysz,F,720,1003485,CASTLE ROCK,CO,80109,M,N,90000,4.63,0,0,0
Dmitri,Khedr,F,754,1000483,HERNANDO,FL,34442,S,Y,81500,0.0,0,0,0
Rastislav,Kauffels,F,586,1000771,MILLINGTON,MI,48746,S,Y,100000,3.9,3100,0,3100
Zdislav,Schkolnick,F,551,1000289,JACKSON,NJ,8527,S,Y,45000,1.7942708,1000,0,1500
Tumasch,Hopewell,M,702,1008548,SILVER CITY,NV,89428,S,Y,34500,0.0,0,0,0
Sanjiv,Rugge,M,808,1001190,HAKALAU,HI,96710,S,Y,35500,7.4388156,1040,0,1040
Abraham,Zlatin,F,732,1001369,RIVERTON,NJ,8076,M,N,32500,1.5971354,0,2000,0
Luca,Koiso,M,605,1013066,NEMO,SD,57759,S,Y,32000,0.0,0,0,0
Hidetaka,Balazs,F,605,1013546,BRISTOL,SD,57219,S,Y,48500,0.0,0,0,0
Timm,Lenowitz,F,808,1017167,MILILANI,HI,96789,M,N,81000,8.25,0,2080,0
Harm,Bhar,M,302,1002247,PORT PENN,DE,19731,S,Y,71500,5.95,110,0,110
Gihyun,Rollins,M,517,1001793,WILLIS,MI,48191,S,Y,51000,3.9,3100,0,3100
Sanzheng,Kaarela,F,401,1006312,SLATERSVILLE,RI,2876,M,N,93000,0.0,0,0,0
Yakov,Mozeico,M,774,1000556,DUDLEY,MA,1571,M,N,71500,5.3,0,7150,0
Wakaha,Tadic,M,541,1004504,MORO,OR,97039,M,N,80000,9.0,0,318,0
Edoardo,McWilliams,F,505,1003346,TOHATCHI,NM,87325,S,Y,23000,5.3,3300,0,3300
Thorsten,Banach,M,623,1002410,SIERRA VISTA,AZ,85650,M,Y,41000,3.3504999,0,4200,2300
Fangzhen,Diskin,F,307,1016862,EVANSTON,WY,82931,M,N,67500,0.0,0,0,0
Mansoor,Buttyan,F,351,1000309,BROCKTON,MA,2301,M,N,19000,5.3,0,7150,0
Ortwin,Derthick,F,202,1002264,WASHINGTON,DC,20223,M,N,30000,9.0,0,2740,0
Kuniaki,Rozoy,F,307,1010644,ROCK SPRINGS,WY,82902,S,Y,54500,0.0,0,0,0
Naotaka,Bhatt,M,205,1002107,GOODWAY,AL,36449,M,N,33500,5.0,0,3000,0
Irina,Laval,M,304,1004360,BRAMWELL,WV,24715,S,Y,3500,3.0,2000,0,2000
Jorjeta,Forre,M,202,1008677,WASHINGTON,DC,20393,M,N,4000,4.5,0,2740,0
Hongchi,Kohri,M,218,1001782,OTTERTAIL,MN,56571,S,Y,62500,7.5906615,3300,0,3300
Agha,Billingsley,M,918,1006758,MERIDIAN,OK,73058,S,Y,10500,6.25,1000,0,1000
Heimo,Trystram,M,775,1003101,LAUGHLIN,NV,89029,M,N,86000,0.0,0,0,0
Anca,Akselsen,F,580,1004952,OKLAHOMA CITY,OK,73106,M,N,58000,6.25,0,2000,0
Nariyasu,Stepanov,M,419,1001060,LATHAM,OH,45646,S,Y,9500,0.86137694,1300,0,1300
Marti,Altshuler,M,808,1011971,VOLCANO,HI,96785,S,Y,34500,7.2585526,1040,0,1040
Keebom,Dervin,M,501,1000826,HATFIELD,AR,71945,S,Y,95500,7.0,20,0,20
Jue,Molenkamp,F,305,1000487,VENICE,FL,34285,M,N,87500,0.0,0,0,0
Hemant,Fleet,F,434,1000461,HARTFIELD,VA,23071,M,N,22500,5.75,0,1800,0
Manton,Reiss,M,952,1000272,BAYPORT,MN,55003,S,N,23500,5.5095515,3300,0,0
Gonzalo,Samadzadeh,M,660,1002685,SAINT LOUIS,MO,63120,M,Y,1500,1.78125,0,4200,1200
Leucio,Bekesi,F,603,1011770,CENTER STRAFFORD,NH,3815,S,Y,60500,0.0,0,0,0
Plamenka,Araki,M,401,1007684,KINGSTON,RI,2881,M,N,66500,0.0,0,0,0
Avi,Herity,M,480,1000545,MOUNT LEMMON,AZ,85619,S,Y,90000,4.11,2100,0,2300
Harjit,Bouloukos,M,775,1007953,HENDERSON,NV,89044,M,N,37000,0.0,0,0,0
Raija,Preishuber,F,501,1001762,FORT SMITH,AR,72914,M,N,68000,7.0,0,40,0
Chiara,Leeper,F,269,1002982,FARMINGTON,MI,48332,M,N,27500,3.9,0,6200,0
Gururaj,Cassels,F,614,1001741,GREENFORD,OH,44422,S,Y,13500,0.9941564,1300,0,1300
Jimmie,Sterren,F,425,1003133,LEBAM,WA,98554,S,Y,98000,0.0,0,0,0
Tanka,Gloess,M,207,1016548,PERRY,ME,4667,M,N,86000,8.5,0,5700,0
Thompson,Pardalos,F,563,1002865,DELHI,IA,52223,M,N,15000,2.479763,0,80,0
Brajesh,Geidmanis,F,970,1000992,BETHUNE,CO,80805,M,N,46000,4.63,0,0,0
Albrect,Puoti,M,702,1007652,IMLAY,NV,89418,M,N,41500,0.0,0,0,0
Bangqing,Foyster,F,787,1003993,CIDRA,PR,739,S,Y,80500,0.0,0,0,0
Xia,Dechter,F,314,1000619,SAINT LOUIS,MO,63125,S,Y,51500,6.0,2100,0,1200
Ramalingam,Pardyak,F,505,1016728,ALBUQUERQUE,NM,87194,S,Y,62500,5.3,3300,0,3300
Moheb,Beguin,M,304,1005110,THORPE,WV,24888,S,Y,50000,5.8,2000,0,2000
Luca,Koiso,M,352,1000432,ORANGE SPRINGS,FL,32182,M,N,32500,0.0,0,0,0
Hanja,Newhagen,M,479,1001634,WINSLOW,AR,72959,M,N,70500,7.0,0,40,0
Juzhen,Begiun,F,207,1001905,MEXICO,ME,4257,S,Y,81500,8.5,2850,0,2850
Megan,Coxon,F,601,1002920,NOXAPATER,MS,39346,M,N,38500,5.0,0,12000,0
Martina,Thiem,F,609,1000752,GILLETTE,NJ,7933,M,N,31500,1.5813645,0,2000,0
Ida,Aingworth,F,907,1012540,BARROW,AK,99723,S,Y,74500,0.0,0,0,0
Naftaly,Shanmugasundaram,M,617,1001235,CHESTNUT HILL,MA,2467,S,Y,50000,5.3,3575,0,1000
Kohichi,Lefas,M,401,1015155,NORTH KINGSTOWN,RI,2852,M,N,33500,0.0,0,0,0
Hiroyoshi,Reed,M,337,1002541,SHREVEPORT,LA,71151,M,N,89500,6.0,0,9000,0
Arnon,Treble,F,641,1002288,LAUREL,IA,50141,M,N,88000,8.98,0,80,0
Avneesh,Levenshtein,M,603,1014696,FRANCESTOWN,NH,3043,M,N,89500,0.0,0,0,0
Johan,Leick,M,308,1001335,CRAWFORD,NE,69339,M,N,71500,6.84,0,206,0
Lowrence,Beth,F,402,1002347,MERRIMAN,NE,69218,S,Y,8000,3.5545228,103,0,103
Haj,Rosis,M,603,1002602,CENTER BARNSTEAD,NH,3225,M,N,8500,0.0,0,0,0
Jamie,Schomaker,F,571,1001108,NORFOLK,VA,23507,S,Y,76000,5.75,900,0,900
Hideomi,Schoelles,F,304,1019049,NEW HAVEN,WV,25265,S,Y,80500,6.5,2000,0,2000
Art,Hooker,F,307,1005054,CHEYENNE,WY,82001,M,N,46000,0.0,0,0,0
Yanling,Beckermann,M,860,1008030,HADLYME,CT,6439,M,N,51500,5.0,0,24500,0
Lorne,Hernan,M,702,1006355,FALLON,NV,89406,M,N,9000,0.0,0,0,0
Rafail,Kero,M,219,1000936,VERNON,IN,47282,S,Y,69500,3.4,1000,0,1000
Angelos,Iwayama,F,810,1000227,HOWELL,MI,48855,M,N,11000,3.9,0,6200,0
Adegbeniga,Preas,M,606,1002579,MANITOU,KY,42436,S,Y,86500,6.0,20,0,20
Avinoam,Sereno,F,515,1003582,EARLY,IA,50535,S,Y,52500,8.268935,40,0,40
Bett,Purvy,M,785,1001469,TOPEKA,KS,66618,S,Y,3000,3.5,2250,0,2250
Steven,Kahane,F,307,1010331,BOULDER,WY,82923,S,Y,41000,0.0,0,0,0
Hiroyuki,Nakatani,F,812,1000618,JEFFERSONVILLE,IN,47130,M,N,12500,3.4,0,2000,0
Kenta,Bozinovic,M,314,1000835,QUINCY,MO,65735,S,Y,42000,6.0,2100,0,1200
Cristiano,Galyean,M,201,1000724,BARNEGAT,NJ,8005,S,Y,92000,2.5355,1000,0,1500
Jyoti,Yannakoudakis,M,401,1001421,FISKEVILLE,RI,2823,M,N,90000,0.0,0,0,0
Earlin,Bernardinello,M,308,1005316,MURDOCK,NE,68407,M,N,14000,4.620083,0,206,0
Geza,Suorsa,F,315,1000544,WILLSBORO,NY,12996,M,Y,500,4.0,0,0,1000
WonGye,Shanblatt,F,808,1014603,HONOLULU,HI,96849,S,Y,70500,8.25,1040,0,1040
Marjorie,Bommel,F,856,1001331,PORT MURRAY,NJ,7865,M,N,12500,1.4,0,2000,0
Chander,Schultes,M,478,1002165,SCREVEN,GA,31560,S,Y,94500,6.0,2700,0,3000
Zorana,Byoun,M,808,1008340,KAAAWA,HI,96730,M,N,84500,8.25,0,2080,0
Sugath,Feldmeier,M,787,1005837,CAROLINA,PR,982,M,N,69000,0.0,0,0,0
Kristiina,Marzano,F,406,1005892,TERRY,MT,59349,S,Y,65000,6.9,1900,0,1900
Manojit,Walczak,M,207,1000176,AUBURN,ME,4212,S,Y,29000,8.5,2850,0,2850
Plamenka,Nabli,M,435,1004152,CEDAR VALLEY,UT,84013,S,Y,40000,7.0,2475,0,2475
Maik,Hogge,M,505,1006045,ALBUQUERQUE,NM,87199,M,N,66500,5.3,0,6600,0
Madhusudhan,Demri,F,812,1002681,CLARKS HILL,IN,47930,M,N,12000,3.4,0,2000,0
Juhana,Isakowitz,M,253,1000444,ZILLAH,WA,98953,S,Y,66500,0.0,0,0,0
Tihomir,Mynatt,M,410,1003288,SAINT INIGOES,MD,20684,M,N,62000,4.75,0,4800,0
Appie,Zonta,F,304,1007283,WILCOE,WV,24895,S,Y,21000,3.77,2000,0,2000
Jui,Berztiss,F,207,1008830,RANDOLPH,ME,4346,M,N,84500,8.5,0,5700,0
Serafin,Welinder,F,603,1001563,GOSHEN,NH,3752,S,Y,89000,0.0,0,0,0
Eibe,Sorribes,F,859,1002570,MARION,KY,42064,S,N,90000,6.0,20,0,0
Mingshien,Ahn,M,252,1002378,HENRIETTA,NC,28076,M,N,41500,6.603147,0,6600,0
Chandrasekhar,Prior,M,501,1004316,EDGEMONT,AR,72044,M,N,3500,1.0241425,0,40,0
Derrell,Wolford,F,918,1001757,NINNEKAH,OK,73067,M,N,93500,6.25,0,2000,0
Jakaob,Kuvayev,F,952,1001083,MAPLE PLAIN,MN,55592,S,Y,43500,6.5767875,3300,0,3300
Bommadevara,Dwork,F,816,1001505,RISCO,MO,63874,S,Y,100000,6.0,2100,0,1200
Weichang,Palacharla,F,405,1000525,DUKE,OK,73532,M,N,48500,6.25,0,2000,0
Krista,Alvarez,F,802,1008291,GUILDHALL,VT,5905,S,Y,80000,4.5967627,3300,0,3300
Dallas,Rustenburg,M,808,1005466,HONOLULU,HI,96826,M,N,72500,8.25,0,2080,0
Djamal,Borgstrom,F,970,1002391,OTIS,CO,80743,S,Y,94000,4.63,0,0,0
Kazuhira,Depommier,M,972,1001326,SAN ANTONIO,TX,78215,M,N,23500,0.0,0,0,0
Ausif,Devine,F,360,1000341,SEATTLE,WA,98184,S,Y,7500,0.0,0,0,0
Jonah,Marcellin,M,802,1009817,SAINT ALBANS,VT,5478,M,N,94000,4.8752995,0,6600,0
Sammy,Dastidar,F,334,1003910,FORT MITCHELL,AL,36856,M,N,94500,5.0,0,3000,0
Mayuri,Kohen,F,309,1000666,PEORIA,IL,61615,M,N,97500,3.0,0,4000,0
Themis,Pedicini,M,939,1006843,BAYAMON,PR,958,S,Y,40000,0.0,0,0,0
Lip,Forre,M,206,1002640,TACOMA,WA,98455,S,Y,52500,0.0,0,0,0
Dayne,Orwant,F,208,1010859,WENDELL,ID,83355,M,N,55500,7.8,0,6600,0
Debin,Kisuki,M,302,1001561,HOCKESSIN,DE,19707,S,Y,56500,5.711364,110,0,110
Minjie,Samaras,M,605,1017394,UNION CENTER,SD,57787,S,Y,75000,0.0,0,0,0
Gaochao,Dalphin,F,406,1015135,BUTTE,MT,59750,S,Y,84500,6.9,1900,0,1900
Siba,Reeken,M,262,1000748,SHELDON,WI,54766,S,Y,61500,5.514975,700,0,400
Suliman,Herger,F,770,1000988,ATLANTA,GA,30349,S,Y,8500,6.0,2700,0,3000
Armando,Cooley,M,914,1000462,STATEN ISLAND,NY,10311,M,N,39000,4.179573,0,0,0
Dongming,Ouellet,M,479,1003090,EDMONDSON,AR,72332,M,N,57500,7.0,0,40,0
Jaron,Hanover,M,202,1012772,WASHINGTON,DC,20005,S,Y,90000,9.0,1370,0,1370
Chaoying,Newstetter,M,907,1006949,PORT HEIDEN,AK,99549,S,Y,68500,0.0,0,0,0
Dennis,Dulong,M,617,1000766,WOODS HOLE,MA,2543,S,Y,30000,5.3,3575,0,1000
Yadran,Blache,F,402,1003227,MARTELL,NE,68404,S,Y,55500,6.84,103,0,103
Ridha,Uramoto,F,802,1010035,ADAMANT,VT,5640,S,Y,1500,3.6,3300,0,3300
Baktha,Pesonen,M,605,1016267,STRANDBURG,SD,57265,S,Y,40000,0.0,0,0,0
Xiyong,Promfett,M,913,1003703,DEARING,KS,67340,M,N,12500,3.5,0,4500,0
Abraham,Usui,F,602,1000525,TEMPE,AZ,85289,S,Y,43000,3.3814998,2100,0,2300
Takuyu,Bard,F,203,1005448,NEW HAVEN,CT,6511,M,N,11000,5.0,0,24500,0
Weisong,Rivera,F,240,1000412,SILVER SPRING,MD,20905,S,Y,8500,4.75,2400,0,2400
Chakravarthy,Angeline,F,501,1005188,POCAHONTAS,AR,72455,S,Y,77000,7.0,20,0,20
Benet,Kakuda,M,850,1001094,HOBE SOUND,FL,33455,M,N,9500,0.0,0,0,0
Yuxi,Ozkan,F,334,1002176,REFORM,AL,35481,S,Y,54000,5.0,1500,0,300
Svetlana,Merey,M,307,1010364,LINCH,WY,82640,S,Y,18000,0.0,0,0,0
Joost,Zaccagnini,F,870,1005357,ALLEENE,AR,71820,S,Y,13000,3.2949684,20,0,20
Yufeng,Bruckman,M,202,1015206,WASHINGTON,DC,20412,M,N,32500,9.0,0,2740,0
Miriam,Parashkevov,M,772,1000682,BRANDON,FL,33510,S,Y,6500,0.0,0,0,0
Jawahar,Desel,F,509,1002832,DARRINGTON,WA,98241,M,N,69000,0.0,0,0,0
Krys,Hoang,F,605,1000881,PARKSTON,SD,57366,M,N,94500,0.0,0,0,0
Dongdai,McElwain,F,802,1020408,BENSON,VT,5731,S,Y,41500,3.8307872,3300,0,3300
Jonah,Thacker,M,320,1000538,BOYD,MN,56218,S,Y,93500,7.85,3300,0,3300
Qingxiang,Shinomoto,F,973,1000723,OXFORD,NJ,7863,S,Y,57000,1.9835207,1000,0,1500
Thaddeus,Forne,M,970,1000542,HARTMAN,CO,81043,S,Y,10500,4.63,0,0,0
Aarno,Papadourakis,M,870,1003587,ONIA,AR,72663,S,Y,27500,6.760966,20,0,20
Hisham,Armand,F,318,1002273,THIBODAUX,LA,70310,S,Y,42000,6.0,4500,0,1000
Lenka,Serra,F,270,1002627,STANTON,KY,40380,M,N,8500,2.3055556,0,40,0
Naseem,Pfening,M,773,1001676,PEARL,IL,62361,M,N,17000,3.0,0,4000,0
Takahiro,Kauffman,M,857,1000394,BERKSHIRE,MA,1224,S,Y,42500,5.3,3575,0,1000
Dmitry,Ponceleon,F,302,1013565,WILMINGTON,DE,19899,S,Y,61500,5.95,110,0,110
Dang,Varsek,F,504,1002501,GRAND CANE,LA,71032,S,Y,65500,6.0,4500,0,1000
Geetha,Iwanski,F,505,1001234,THOREAU,NM,87323,M,N,49500,5.3,0,6600,0
Ekow,Gurzi,F,816,1000484,DUTZOW,MO,63342,S,Y,84500,6.0,2100,0,1200
Masanobu,Danskin,F,727,1001102,CRYSTAL SPRINGS,FL,33524,M,N,96500,0.0,0,0,0
Pasqua,Rifkin,F,406,1007883,CLINTON,MT,59825,S,Y,53500,6.9,1900,0,1900
Nasser,Goni,M,775,1001928,SPARKS,NV,89436,S,Y,63000,0.0,0,0,0
Jiann,Doszkocs,M,603,1013640,LYME,NH,3768,S,Y,6500,0.0,0,0,0
Haruhiko,Ennals,M,307,1012668,FE WARREN AFB,WY,82005,S,Y,83500,0.0,0,0,0
Ahvin,Weijland,M,947,1002792,ELLSWORTH,MI,49729,S,Y,93000,3.9,3100,0,3100
Satosi,Knottenbelt,M,701,1013590,GWINNER,ND,58040,S,Y,16000,2.1,3300,0,3300
Elvia,Schonlau,F,563,1001415,FORT ATKINSON,IA,52144,M,N,58000,8.98,0,80,0
Alipio,Fujisawa,M,802,1009988,WEST PAWLET,VT,5775,S,Y,36000,3.7213624,3300,0,3300
Nechama,Kakuma,F,603,1017672,CHESTERFIELD,NH,3443,M,N,15000,0.0,0,0,0
Othar,Halker,M,405,1000277,WISTER,OK,74966,S,Y,6000,3.6944447,1000,0,1000
Lhouari,Giachin,F,774,1001924,GRANBY,MA,1033,M,N,41500,5.3,0,7150,0
Aimee,Balasubrahmanyam,M,862,1001457,CHERRY HILL,NJ,8034,S,Y,95500,2.5906978,1000,0,1500
Kaichang,Azumi,M,251,1001271,HUNTSVILLE,AL,35807,S,Y,39500,5.0,1500,0,300
Giovanni,Gros,F,334,1001069,LOWNDESBORO,AL,36752,S,Y,91500,5.0,1500,0,300
Ambuj,Lipper,F,651,1001455,NEW YORK MILLS,MN,56567,S,Y,12000,5.35,3300,0,3300
Mejar,Skordev,M,914,1000775,JAY,NY,12941,M,N,91500,4.483689,0,0,0
Chetan,Ulema,F,218,1000499,SPRINGFIELD,MN,56087,M,N,62500,7.5906615,0,6600,0
Anil,Nudd,F,435,1007366,MIDVALE,UT,84047,M,N,82500,7.0,0,4950,0
Preeti,Ferneley,M,301,1001422,TEMPLE HILLS,MD,20748,M,N,24000,4.75,0,4800,0
Lambert,Kalorkoti,F,815,1000138,RUTLAND,IL,61358,S,Y,22000,3.0,2000,0,2000
Ethem,Schapire,F,802,1012272,MARLBORO,VT,5344,S,Y,8000,3.6,3300,0,3300
Nayla,Batz,M,307,1013088,RECLUSE,WY,82725,S,Y,61000,0.0,0,0,0
Yanick,McEneaney,F,406,1009976,WOLF CREEK,MT,59648,M,N,50500,6.9,0,3800,0
Toshiki,Rengarajan,M,908,1001173,TOMS RIVER,NJ,8756,S,Y,5500,1.4,1000,0,1500
Wided,Pinchon,F,207,1010168,SOUTH WINDHAM,ME,4082,M,N,10500,4.8229923,0,5700,0
Ashih,Wirl,F,618,1000720,GLENDALE HEIGHTS,IL,60139,S,Y,56000,3.0,2000,0,2000
Eman,Verhaegh,F,586,1001318,RICHVILLE,MI,48758,S,Y,75000,3.9,3100,0,3100
Ono,Capani,F,406,1008271,BEARCREEK,MT,59007,M,N,64500,6.9,0,3800,0
Wafik,Ravid,F,479,1004353,BELLA VISTA,AR,72714,M,N,60500,7.0,0,40,0
Phiroze,O'Young,F,781,1000287,WHITE HORSE BEACH,MA,2381,M,N,16500,5.3,0,7150,0
Oriol,Gulak,F,216,1001593,SOUTH CHARLESTON,OH,45368,S,Y,100000,3.8655128,1300,0,1300
Batoul,Suermann,F,708,1000281,LYNN CENTER,IL,61262,S,Y,22000,3.0,2000,0,2000
Aomar,Dimitriou,F,601,1004041,JACKSON,MS,39213,M,N,31500,5.0,0,12000,0
Morison,Olive,F,352,1001113,SEFFNER,FL,33584,M,N,36000,0.0,0,0,0
Rein,Mikitiuk,F,612,1000362,JENKINS,MN,56456,M,N,3500,5.35,0,6600,0
Shohji,Pollermann,M,712,1002469,MOULTON,IA,52572,S,Y,32000,5.104188,40,0,40
Greta,Fedou,F,206,1000258,SAMMAMISH,WA,98075,M,N,41500,0.0,0,0,0
Yingfei,Loureiro,M,912,1000530,STEPHENS,GA,30667,M,N,24000,6.0,0,5400,0
Silvie,Veijalainen,M,401,1008825,WEST KINGSTON,RI,2892,M,N,69000,0.0,0,0,0
Hajin,Oeltjen,M,787,1010028,SAN JUAN,PR,930,S,Y,45000,0.0,0,0,0
Czeslaw,Nooteboom,F,605,1004327,ORAL,SD,57766,S,Y,35000,0.0,0,0,0
Aloysius,Kantorowitz,F,605,1005896,TORONTO,SD,57268,M,N,83000,0.0,0,0,0
Mattias,Cavendish,M,662,1003069,UTICA,MS,39175,M,N,52500,5.0,0,12000,0
Yitzhak,Gierz,M,262,1001851,RIDGELAND,WI,54763,S,Y,40000,5.1414094,700,0,400
